ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT,POBFEM,POBMAS,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PCON_DISC,PCLIM_PMEN,GRAPROES,GRAPROES_F,GRAPROES_M,PSINDER,PDER_SS
26,Sonora,42,Navojoa,30,17,13,9,19,2,2.85,0,0,10.38,9.08,12.5,0,30
26,Sonora,42,Navojoa,193,99,94,55,113,25,2.24,5,4,7.74,8.22,7.2,0,173
26,Sonora,42,Navojoa,36,16,20,8,22,6,3.64,3,1,6,6.29,5.71,2,34
26,Sonora,42,Navojoa,87,38,49,18,55,14,2.7,7,2,6.97,7.27,6.74,22,65
26,Sonora,42,Navojoa,117,51,66,30,73,14,2.74,5,1,7.74,8.37,7.25,21,96
26,Sonora,42,Navojoa,24,11,13,5,12,7,2.45,3,1,7.16,7.75,6.73,3,21
26,Sonora,42,Navojoa,170,94,76,43,121,6,1.47,3,1,14.96,14.64,15.39,0,170
26,Sonora,42,Navojoa,519,255,264,112,344,63,2.26,30,8,10.02,9.81,10.23,0,519
26,Sonora,42,Navojoa,23,12,11,4,16,3,2.4,0,0,6.95,8.89,5.2,0,23
26,Sonora,42,Navojoa,14,6,8,2,8,4,5.75,4,0,8.33,6.75,9.13,0,14
26,Sonora,42,Navojoa,44,20,24,14,22,8,3.29,2,1,6.5,7.57,5.56,6,38
26,Sonora,42,Navojoa,6,2,4,1,5,0,1.5,1,0,6.2,5.5,6.67,0,6
26,Sonora,42,Navojoa,13,6,7,3,9,1,3,1,0,11,11.8,10.2,3,10
26,Sonora,43,Nogales,264782,132522,132260,70320,181090,13293,1.97,9328,3166,10.59,10.54,10.63,47264,217031
26,Sonora,43,Nogales,261137,131158,129979,69631,178401,13026,1.96,9104,3129,10.62,10.56,10.68,45548,215155
26,Sonora,43,Nogales,5,2,3,1,4,0,3,0,0,7.5,8.5,6.5,0,5
26,Sonora,43,Nogales,129,68,61,32,85,12,2.54,17,2,8.88,9.38,8.39,59,70
26,Sonora,43,Nogales,543,276,267,124,367,52,2.67,84,11,8.93,8.93,8.94,102,440
26,Sonora,43,Nogales,8,2,6,0,6,2,2,2,0,8.75,9,8.67,7,1
26,Sonora,43,Nogales,21,11,10,5,13,3,2.1,2,0,13.44,14.38,12.5,13,8
26,Sonora,43,Nogales,38,17,21,8,27,3,3.58,4,1,7.27,7.58,7.06,29,9
26,Sonora,43,Nogales,70,31,39,13,38,19,4.5,11,0,6.05,5.73,6.32,26,44
26,Sonora,43,Nogales,10,6,4,2,8,0,1.6,0,0,14.38,15.75,13,6,4
26,Sonora,43,Nogales,9,4,5,1,6,2,2,0,0,11.63,10.33,12.4,4,5
26,Sonora,43,Nogales,37,22,15,13,19,5,2.25,5,0,7.46,8.13,6.33,13,24
26,Sonora,43,Nogales,27,13,14,8,15,4,2.36,2,0,8.16,8.11,8.2,8,19
26,Sonora,43,Nogales,17,6,11,4,12,1,2.17,1,0,7.85,9,6.86,5,12
26,Sonora,43,Nogales,173,90,83,58,104,11,2.23,5,3,9.29,9.73,8.86,45,128
26,Sonora,43,Nogales,29,19,10,11,18,0,1.67,5,1,8.89,10.44,7.33,6,23
26,Sonora,43,Nogales,17,9,8,6,11,0,2,1,0,12.27,12.17,12.4,10,7
26,Sonora,43,Nogales,511,259,252,170,301,40,2.77,17,4,8.17,8.2,8.14,96,415
26,Sonora,43,Nogales,1136,137,999,1,1113,22,2.69,20,3,8.15,8.36,8.13,1026,59
26,Sonora,43,Nogales,10,4,6,4,6,0,3,0,0,7.5,9,6.75,1,9
26,Sonora,43,Nogales,15,7,8,6,7,2,2.6,0,0,10.33,10.6,10,5,10
26,Sonora,43,Nogales,59,28,31,17,39,3,2.13,5,1,9.14,9.7,8.64,26,33
26,Sonora,43,Nogales,13,6,7,0,12,1,1.33,1,0,8.77,10.17,7.57,3,10
26,Sonora,43,Nogales,10,5,5,3,4,3,2.33,1,0,4.14,5,3.8,2,8
26,Sonora,43,Nogales,19,11,8,7,9,3,3,3,0,6,5.67,6.33,4,15
26,Sonora,43,Nogales,21,7,14,11,10,0,3.6,1,0,7.6,8.6,6.6,4,17
26,Sonora,43,Nogales,77,35,42,16,56,5,2.19,3,1,9.21,10.4,8.39,7,70
26,Sonora,43,Nogales,136,71,65,38,89,9,2.04,3,3,9.04,8.94,9.14,54,82
26,Sonora,43,Nogales,7,3,4,1,4,2,2,0,0,11.83,10,13.67,1,6
26,Sonora,43,Nogales,27,12,15,5,18,4,4.73,3,0,7.73,8,7.5,6,20
26,Sonora,43,Nogales,16,7,9,5,10,1,2.5,0,0,10.45,9.2,11.5,15,1
26,Sonora,43,Nogales,9,5,4,4,4,1,1.67,0,0,11,14,9,1,8
26,Sonora,44,Onavas,365,181,184,84,211,70,2.93,25,5,7.12,7.08,7.17,152,213
26,Sonora,44,Onavas,350,175,175,82,205,63,3.01,23,3,7.23,7.22,7.24,142,208
26,Sonora,45,Opodepe,2438,1113,1325,562,1480,396,2.81,222,25,7.81,8.18,7.51,709,1728
26,Sonora,45,Opodepe,295,132,163,53,166,76,3.03,45,5,7.97,8.06,7.89,46,248
26,Sonora,45,Opodepe,155,66,89,39,82,34,3.25,18,2,7.18,7.61,6.92,48,107
26,Sonora,45,Opodepe,16,6,10,1,9,6,6.4,2,0,5.53,4.6,6,3,13
26,Sonora,45,Opodepe,1584,771,813,403,979,202,2.6,117,11,8.21,8.54,7.89,495,1089
26,Sonora,45,Opodepe,7,1,6,2,5,0,2,0,0,8.6,8,8.75,6,1
26,Sonora,45,Opodepe,82,34,48,21,47,14,3.43,7,0,6.69,6.93,6.48,26,56
26,Sonora,45,Opodepe,45,17,28,5,26,14,3.4,11,1,7.1,8.13,6.48,9,36
26,Sonora,45,Opodepe,9,5,4,3,5,1,2.33,0,0,5.83,5.5,6,3,6
26,Sonora,45,Opodepe,10,4,6,4,6,0,1.33,0,1,6,5,7,0,10
26,Sonora,45,Opodepe,8,2,6,0,2,6,8,2,0,4.88,4,5.17,8,0
26,Sonora,45,Opodepe,13,6,7,2,9,2,4.5,2,1,6,5.67,6.4,6,7
26,Sonora,46,Oquitoa,496,265,231,98,326,72,1.82,34,3,9.85,10.02,9.68,229,267
26,Sonora,46,Oquitoa,474,259,215,96,307,71,1.79,31,3,9.94,10.09,9.78,220,254
26,Sonora,47,Pitiquito,9122,4428,4694,2252,6012,858,2.23,439,95,9.24,9.49,9.01,1489,7626
26,Sonora,47,Pitiquito,5139,2604,2535,1186,3382,571,2.17,284,58,9.59,9.82,9.35,632,4505
26,Sonora,47,Pitiquito,36,18,18,3,22,11,1.53,5,2,5.88,6.73,5.17,11,24
26,Sonora,47,Pitiquito,329,160,169,86,219,24,1.65,7,4,7.43,7.72,7.15,181,148
26,Sonora,47,Pitiquito,214,107,107,56,145,13,2.16,7,1,6.68,7,6.4,21,193
26,Sonora,47,Pitiquito,100,46,54,15,60,25,3.03,11,6,5.65,5.3,5.92,17,82
26,Sonora,47,Pitiquito,2750,1291,1459,800,1808,142,2.37,97,22,9.8,9.77,9.83,528,2220
26,Sonora,47,Pitiquito,15,7,8,4,8,3,1.43,1,0,6.18,8,4.67,2,13
26,Sonora,47,Pitiquito,73,33,40,21,45,7,2.79,9,0,5.08,5.48,4.76,11,62
26,Sonora,47,Pitiquito,178,88,90,49,114,15,2.6,9,2,7.12,7,7.23,17,161
26,Sonora,47,Pitiquito,9,5,4,1,8,0,1.4,0,0,14.38,13,15.75,1,8
26,Sonora,48,Puerto Peñasco,62689,31053,31636,17175,41830,3658,2.1,2447,781,9.83,9.9,9.76,16628,45958
26,Sonora,48,Puerto Peñasco,62301,30877,31424,17110,41604,3567,2.1,2423,774,9.83,9.89,9.77,16499,45706
26,Sonora,48,Puerto Peñasco,132,69,63,28,71,33,2.7,6,1,10.81,11.43,10.16,58,73
26,Sonora,48,Puerto Peñasco,4,1,3,0,2,2,3,2,0,1.5,6,0,1,3
26,Sonora,48,Puerto Peñasco,36,17,19,3,22,11,2,2,0,13.64,14.13,13.22,3,33
26,Sonora,48,Puerto Peñasco,29,12,17,5,18,6,1.92,1,1,8.63,9.18,8.15,18,11
26,Sonora,48,Puerto Peñasco,16,7,9,0,12,4,3.86,2,0,4.75,5.57,4.11,4,12
26,Sonora,48,Puerto Peñasco,9,4,5,1,4,4,3.67,0,0,9.63,9.67,9.6,4,5
26,Sonora,48,Puerto Peñasco,29,10,19,3,19,7,3.4,2,5,6.88,7.75,6.5,9,20
26,Sonora,48,Puerto Peñasco,4,1,3,0,3,1,2,0,0,11.75,14,11,2,2
26,Sonora,48,Puerto Peñasco,14,5,9,5,6,3,2.8,1,0,12.33,11.5,13,10,4
26,Sonora,48,Puerto Peñasco,19,5,14,1,14,0,1.5,0,0,3.43,3,3.5,4,11
26,Sonora,49,Quiriego,3090,1472,1618,798,1854,437,2.72,269,14,7.23,7.27,7.21,473,2605
26,Sonora,49,Quiriego,1299,645,654,366,783,150,2.7,95,4,7.92,8.07,7.79,185,1111
26,Sonora,49,Quiriego,115,63,52,26,75,14,2.4,14,3,6.91,7,6.79,1,113
26,Sonora,49,Quiriego,423,193,230,84,236,103,3.14,70,2,7.59,7.54,7.63,60,361
26,Sonora,49,Quiriego,289,142,147,93,163,33,2.54,22,3,6.3,6.45,6.14,50,238
26,Sonora,49,Quiriego,125,62,63,37,67,21,2.67,18,0,7.68,7.85,7.53,0,125
26,Sonora,49,Quiriego,12,6,6,4,8,0,1.67,0,1,8.25,10,7.2,0,12
26,Sonora,49,Quiriego,87,37,50,30,46,11,2.96,5,0,7.09,6.77,7.35,15,72
26,Sonora,49,Quiriego,274,127,147,56,164,54,2.93,28,0,7.1,6.7,7.45,7,267
26,Sonora,49,Quiriego,18,10,8,7,8,3,5.25,2,0,6,5.25,6.43,2,16
26,Sonora,49,Quiriego,13,6,7,4,7,2,3.75,0,0,6.78,4.75,8.4,3,10
26,Sonora,49,Quiriego,8,2,6,0,6,2,6,2,0,3.75,4.5,3.5,0,8
26,Sonora,49,Quiriego,23,13,10,10,12,1,3.75,0,0,5.46,6.83,4.29,5,18
26,Sonora,49,Quiriego,51,27,24,10,39,1,1.38,2,0,5.95,5.62,6.32,44,7
26,Sonora,49,Quiriego,91,45,46,34,51,6,2.5,2,0,5.91,5.47,6.41,12,79
26,Sonora,49,Quiriego,16,10,6,5,9,2,1.67,0,0,0,0,0,16,0
26,Sonora,50,Rayón,1496,687,809,311,878,307,2.64,153,14,7.75,7.9,7.61,164,1324
26,Sonora,50,Rayón,1301,607,694,279,753,269,2.66,129,11,7.87,7.98,7.78,138,1157
26,Sonora,50,Rayón,7,3,4,0,1,6,0,0,1,2.71,1.33,3.75,0,7
26,Sonora,50,Rayón,20,4,16,0,18,2,3.75,1,0,7.25,6,7.56,9,11
26,Sonora,50,Rayón,78,34,44,15,45,18,2.9,11,2,6.98,7.76,6.32,10,67
26,Sonora,50,Rayón,62,29,33,11,43,8,2,10,0,7.59,7.71,7.48,3,59
26,Sonora,51,Rosario,4830,2346,2484,1242,2837,742,2.58,399,38,7.21,7.31,7.11,1321,3490
26,Sonora,51,Rosario,2927,1468,1459,776,1759,392,2.42,261,32,7.64,7.71,7.57,703,2223
26,Sonora,51,Rosario,6,2,4,1,4,1,0,0,0,5.6,9,4.75,4,2
26,Sonora,51,Rosario,307,154,153,64,182,61,2.57,42,2,7.99,8.38,7.6,65,242
26,Sonora,51,Rosario,254,113,141,76,135,34,3.55,1,0,6.4,6.49,6.32,9,236
26,Sonora,51,Rosario,218,111,107,80,118,20,3,25,1,5.03,5.03,5.03,50,168
26,Sonora,51,Rosario,27,9,18,1,20,6,4.38,5,0,7.04,6.88,7.11,16,11
26,Sonora,51,Rosario,50,16,34,1,12,37,3.33,4,0,5.12,5,5.18,20,30
26,Sonora,51,Rosario,341,159,182,72,203,66,2.75,21,2,6.79,6.73,6.84,157,184
26,Sonora,51,Rosario,76,34,42,23,49,4,2.8,3,0,7.85,8.08,7.66,33,42
26,Sonora,51,Rosario,17,8,9,3,9,5,4.29,1,0,3.57,1.67,5,8,9
26,Sonora,51,Rosario,109,50,59,34,56,19,2.59,3,0,7.67,7.68,7.66,4,103
26,Sonora,51,Rosario,54,27,27,8,27,19,2.3,1,0,5.78,5.14,6.38,30,24
26,Sonora,51,Rosario,126,62,64,37,72,17,2.57,8,0,5.9,6.3,5.51,61,62
26,Sonora,51,Rosario,4,1,3,0,3,1,5,0,0,3.75,0,5,2,2
26,Sonora,51,Rosario,38,16,22,5,19,14,2.25,8,0,5.53,5.31,5.68,21,17
26,Sonora,51,Rosario,37,20,17,13,22,2,2.5,1,0,7,7.38,6.55,30,7
26,Sonora,51,Rosario,39,19,20,5,20,14,2.5,4,0,5.15,4.17,6.25,18,21
26,Sonora,51,Rosario,12,5,7,4,7,1,4.25,1,0,4.38,5,3.75,7,5
26,Sonora,51,Rosario,13,6,7,5,8,0,1.5,0,0,11.63,11.25,12,2,11
26,Sonora,51,Rosario,21,10,11,11,10,0,2.2,0,1,10.8,10.2,11.4,1,20
26,Sonora,51,Rosario,10,5,5,3,7,0,1.67,1,0,9.43,9,9.75,0,10
26,Sonora,52,Sahuaripa,5257,2538,2719,1186,3238,833,2.67,304,48,8.42,8.85,8.01,1283,3974
26,Sonora,52,Sahuaripa,3600,1796,1804,832,2273,495,2.55,193,36,9.01,9.45,8.56,692,2908
26,Sonora,52,Sahuaripa,132,48,84,23,78,31,3.07,14,0,8.34,8.46,8.26,19,113
26,Sonora,52,Sahuaripa,22,10,12,0,16,6,5.2,1,0,5.43,3.56,6.83,22,0
26,Sonora,52,Sahuaripa,10,3,7,0,9,1,5.67,0,0,6.1,5,6.57,10,0
26,Sonora,52,Sahuaripa,18,4,14,1,16,1,4.5,0,0,8.12,8.5,8,18,0
26,Sonora,52,Sahuaripa,14,4,10,4,8,2,3.25,1,0,4.2,4.75,3.83,13,1
26,Sonora,52,Sahuaripa,334,157,177,107,207,20,2.81,5,0,7.22,7.36,7.11,195,139
26,Sonora,52,Sahuaripa,82,34,48,15,40,27,3.41,7,1,6.69,6.11,7.08,33,49
26,Sonora,52,Sahuaripa,195,87,108,49,118,28,2.66,12,2,9.29,9.79,8.83,38,157
26,Sonora,52,Sahuaripa,136,69,67,30,74,32,2.44,13,0,7.12,8.27,6.05,20,116
26,Sonora,52,Sahuaripa,255,118,137,55,126,74,2.63,28,1,7.51,7.82,7.25,64,191
26,Sonora,52,Sahuaripa,147,68,79,22,85,40,2.88,8,3,6.96,7.38,6.63,33,114
26,Sonora,52,Sahuaripa,112,56,56,23,66,23,3.65,9,1,5.2,5.35,5.02,63,49
26,Sonora,52,Sahuaripa,12,6,6,0,6,6,5.33,3,0,4.09,3.8,4.33,11,1
26,Sonora,52,Sahuaripa,72,32,40,14,41,17,3.17,3,1,6.71,6.79,6.62,6,66
26,Sonora,52,Sahuaripa,37,13,24,0,25,12,2.69,4,3,5.49,5.15,5.67,15,22
26,Sonora,52,Sahuaripa,10,4,6,0,9,1,2.75,0,0,9.1,8.25,9.67,2,8
26,Sonora,52,Sahuaripa,7,3,4,0,4,3,5,0,0,3.86,4.67,3.25,5,2
26,Sonora,52,Sahuaripa,14,8,6,7,7,0,2.4,2,0,8.29,9,7.33,7,7
26,Sonora,53,San Felipe de Jesús,369,168,201,95,212,62,2.34,25,4,9.5,9.74,9.28,33,336
26,Sonora,53,San Felipe de Jesús,366,167,199,95,212,59,2.35,24,3,9.57,9.79,9.36,32,334
26,Sonora,54,San Javier,537,243,294,171,316,50,2.39,21,1,8.77,9.06,8.53,143,393
26,Sonora,54,San Javier,523,238,285,170,306,47,2.38,21,1,8.83,9.08,8.62,143,379
26,Sonora,55,San Luis Río Colorado,199021,98469,100552,50595,133390,14922,2.17,8801,2805,9.46,9.5,9.41,61152,137507
26,Sonora,55,San Luis Río Colorado,176685,87738,88947,44411,118967,13222,2.14,7660,2465,9.65,9.68,9.63,53374,122995
26,Sonora,55,San Luis Río Colorado,36,18,18,9,24,3,1.62,1,0,5.78,6.08,5.5,21,15
26,Sonora,55,San Luis Río Colorado,8,4,4,4,4,0,1.67,1,0,3.75,4.5,3,4,4
26,Sonora,55,San Luis Río Colorado,259,127,132,72,163,24,2.49,7,3,7.28,7.26,7.3,99,160
26,Sonora,55,San Luis Río Colorado,4618,2184,2434,1407,2977,234,2.37,233,66,8.33,8.7,8.01,1610,3006
26,Sonora,55,San Luis Río Colorado,2332,1143,1189,659,1527,146,2.34,118,14,7.56,7.68,7.44,674,1655
26,Sonora,55,San Luis Río Colorado,1217,587,630,363,762,86,2.44,74,8,7.86,7.73,7.98,470,741
26,Sonora,55,San Luis Río Colorado,5970,2944,3026,1621,3881,445,2.45,334,76,8.22,8.31,8.13,1675,4263
26,Sonora,55,San Luis Río Colorado,16,7,9,2,12,2,1.33,0,0,6.93,8.33,5.88,0,16
26,Sonora,55,San Luis Río Colorado,45,18,27,10,29,6,3.5,7,3,5.87,5.5,6.05,4,41
26,Sonora,55,San Luis Río Colorado,1413,694,719,358,886,169,2.48,41,20,8.82,8.66,8.98,601,810
26,Sonora,55,San Luis Río Colorado,130,63,67,41,85,4,2.12,0,5,7.71,8.05,7.42,52,78
26,Sonora,55,San Luis Río Colorado,361,174,187,112,215,34,2.66,33,7,6.66,6.7,6.62,112,249
26,Sonora,55,San Luis Río Colorado,77,34,43,14,52,11,2.07,3,0,7.71,8,7.51,38,39
26,Sonora,55,San Luis Río Colorado,698,328,370,237,418,43,2.63,31,24,7.04,7.08,7,464,234
26,Sonora,55,San Luis Río Colorado,782,374,408,210,502,70,2.36,29,10,8.12,8.3,7.96,250,531
26,Sonora,55,San Luis Río Colorado,5,3,2,1,4,0,1,0,0,11.25,9.5,13,1,4
26,Sonora,55,San Luis Río Colorado,445,205,240,127,277,41,2.93,16,6,6.82,6.87,6.78,148,297
26,Sonora,55,San Luis Río Colorado,91,45,46,27,53,11,2.21,0,0,6.67,7.39,5.9,64,27
26,Sonora,55,San Luis Río Colorado,39,20,19,6,30,3,2.29,0,0,6.97,7.35,6.56,32,7
26,Sonora,55,San Luis Río Colorado,179,85,94,49,118,12,2.56,15,1,6.66,6.74,6.6,54,125
26,Sonora,55,San Luis Río Colorado,16,6,10,5,9,2,3.4,1,0,6.27,6,6.5,3,13
26,Sonora,55,San Luis Río Colorado,7,4,3,2,5,0,1.33,0,0,8.4,9,7.5,4,3
26,Sonora,55,San Luis Río Colorado,13,7,6,0,13,0,1.86,1,0,9.62,10.71,8.33,7,6
26,Sonora,55,San Luis Río Colorado,24,11,13,10,14,0,2.13,1,0,8.64,7.5,9.5,2,22
26,Sonora,55,San Luis Río Colorado,27,14,13,10,16,1,3.67,2,0,6.47,7.38,5.67,12,15
26,Sonora,55,San Luis Río Colorado,17,7,10,4,11,2,2.43,0,0,9.62,9.33,9.86,8,9
26,Sonora,55,San Luis Río Colorado,11,8,3,1,9,1,1.43,0,0,8.7,7.86,10.67,2,9
26,Sonora,55,San Luis Río Colorado,347,154,193,105,222,20,2.52,17,8,6.71,6.67,6.74,66,281
26,Sonora,55,San Luis Río Colorado,128,60,68,40,83,5,3.6,3,3,5.13,5.05,5.18,53,75
26,Sonora,55,San Luis Río Colorado,133,62,71,38,85,10,2.13,6,1,7.25,7.14,7.35,39,94
26,Sonora,55,San Luis Río Colorado,17,12,5,7,9,1,2.43,1,1,9.3,10.5,7.5,10,7
26,Sonora,55,San Luis Río Colorado,12,7,5,4,5,3,3.4,3,0,4.75,3.75,5.75,2,10
26,Sonora,55,San Luis Río Colorado,14,7,7,4,10,0,0.8,0,0,5.5,6,5,10,4
26,Sonora,55,San Luis Río Colorado,40,20,20,12,22,6,2.85,0,0,6.43,5.17,7.38,0,40
26,Sonora,55,San Luis Río Colorado,12,8,4,3,8,1,1.14,0,0,11.22,11.33,11,3,9
26,Sonora,55,San Luis Río Colorado,7,3,4,2,3,2,4,1,0,5.4,6,5,4,3
26,Sonora,55,San Luis Río Colorado,44,22,22,13,29,2,2.29,2,1,5.77,5.62,5.89,6,38
26,Sonora,55,San Luis Río Colorado,27,11,16,9,17,1,1.82,3,0,6.44,6.78,6.11,5,22
26,Sonora,55,San Luis Río Colorado,18,8,10,4,13,1,1.43,0,0,7.93,8.17,7.75,2,16
26,Sonora,55,San Luis Río Colorado,6,2,4,0,5,1,7.5,2,2,6.33,4.5,7.25,2,4
26,Sonora,55,San Luis Río Colorado,9,3,6,3,5,1,4.33,0,0,5.83,4,7.67,8,1
26,Sonora,55,San Luis Río Colorado,53,22,31,10,35,8,3.95,0,1,5.14,5.95,4.43,29,24
26,Sonora,55,San Luis Río Colorado,17,5,12,5,11,1,2.67,1,0,2.92,1.67,3.33,14,3
26,Sonora,55,San Luis Río Colorado,7,4,3,0,7,0,3.25,0,1,3,3.75,2,1,6
26,Sonora,55,San Luis Río Colorado,16,9,7,5,9,2,2.83,4,0,8.45,8.5,8.4,5,11
26,Sonora,55,San Luis Río Colorado,9,4,5,2,4,3,3,0,0,7.29,7.75,6.67,1,8
26,Sonora,55,San Luis Río Colorado,12,8,4,4,7,1,2.5,0,1,9.88,9.67,10.5,10,2
26,Sonora,55,San Luis Río Colorado,50,25,25,15,28,7,3.67,5,2,6.91,5.76,8,8,42
26,Sonora,55,San Luis Río Colorado,8,5,3,2,5,1,3.25,0,0,8.67,7.5,11,5,3
26,Sonora,55,San Luis Río Colorado,9,4,5,3,4,2,3,1,0,7.5,6,9,1,8
26,Sonora,55,San Luis Río Colorado,19,6,13,3,15,1,2.33,0,0,7.75,7.5,7.9,1,18
26,Sonora,55,San Luis Río Colorado,19,9,10,5,11,3,2.29,0,0,6.14,7.43,4.86,8,11
26,Sonora,55,San Luis Río Colorado,11,6,5,2,6,3,2.2,1,0,5.44,5,5.8,6,5
26,Sonora,55,San Luis Río Colorado,12,5,7,5,7,0,2.33,0,0,6.57,8.5,5.8,2,10
26,Sonora,55,San Luis Río Colorado,23,9,14,4,14,5,2.5,8,2,6.32,6.13,6.45,13,10
26,Sonora,55,San Luis Río Colorado,11,5,6,1,6,4,2.5,4,1,7.2,9.5,5.67,2,9
26,Sonora,55,San Luis Río Colorado,544,275,269,158,354,32,2.07,23,8,6.41,6.75,6.09,205,339
26,Sonora,55,San Luis Río Colorado,18,8,10,5,11,2,2.2,3,1,8.77,9.8,8.13,1,17
26,Sonora,55,San Luis Río Colorado,242,111,131,69,154,19,2.8,14,13,6.71,6.82,6.62,79,163
26,Sonora,55,San Luis Río Colorado,6,2,4,0,5,1,2,0,0,6.17,6.5,6,1,5
26,Sonora,55,San Luis Río Colorado,7,4,3,2,3,2,3,0,0,8,6.67,10,7,0
26,Sonora,55,San Luis Río Colorado,9,5,4,1,7,1,1.4,0,1,8.5,10.2,5.67,2,7
26,Sonora,55,San Luis Río Colorado,19,10,9,2,15,2,2.9,0,0,6.18,6,6.38,9,10
26,Sonora,55,San Luis Río Colorado,23,12,11,8,15,0,2.14,0,0,8.13,9.14,7.25,12,11
26,Sonora,55,San Luis Río Colorado,10,5,5,2,5,3,1.5,3,1,4.5,4.67,4.4,7,3
26,Sonora,55,San Luis Río Colorado,6,2,4,1,4,1,5,0,2,5.8,9,5,1,5
26,Sonora,55,San Luis Río Colorado,9,5,4,4,4,1,2.6,1,0,7.6,8.33,6.5,0,9
26,Sonora,55,San Luis Río Colorado,30,18,12,13,16,1,2.6,0,0,8.35,10.22,6.25,12,18
26,Sonora,55,San Luis Río Colorado,14,7,7,5,9,0,3.25,1,1,5.56,5.75,5.4,1,13
26,Sonora,55,San Luis Río Colorado,16,9,7,6,8,2,4.2,0,0,6,7.2,4.8,15,1
26,Sonora,55,San Luis Río Colorado,19,8,11,6,12,1,2,0,0,7.08,6.2,7.63,2,17
26,Sonora,55,San Luis Río Colorado,10,4,6,2,7,1,1.75,0,0,7.63,7,8,4,6
26,Sonora,55,San Luis Río Colorado,12,8,4,5,7,0,2.25,0,0,10.43,11,9.67,0,12
26,Sonora,55,San Luis Río Colorado,17,7,10,2,14,1,1.4,2,0,7.47,7.8,7.3,5,12
26,Sonora,55,San Luis Río Colorado,20,13,7,4,15,1,2.27,0,1,7.81,7.82,7.8,10,10
26,Sonora,55,San Luis Río Colorado,5,1,4,0,2,3,2,3,0,1.8,0,2.25,4,1
26,Sonora,56,San Miguel de Horcasitas,10729,5122,5607,3334,6890,496,2.34,370,84,6.73,6.74,6.72,4353,6356
26,Sonora,56,San Miguel de Horcasitas,440,215,225,95,263,79,2.47,46,4,8.05,8.22,7.91,122,315
26,Sonora,56,San Miguel de Horcasitas,164,78,86,26,103,35,2.63,9,2,7.49,7.88,7.15,27,137
26,Sonora,56,San Miguel de Horcasitas,9442,4521,4921,3061,6053,328,2.34,283,70,6.57,6.54,6.6,3996,5436
26,Sonora,56,San Miguel de Horcasitas,297,147,150,71,194,32,2.27,7,4,8.13,8.23,8.03,96,201
26,Sonora,56,San Miguel de Horcasitas,78,35,43,14,55,9,2.47,13,3,6.73,6.96,6.56,26,52
26,Sonora,56,San Miguel de Horcasitas,13,7,6,3,10,0,2.25,2,0,6,9.75,3.5,6,7
26,Sonora,56,San Miguel de Horcasitas,13,6,7,5,6,2,2.6,0,0,4.38,2.25,6.5,12,1
26,Sonora,56,San Miguel de Horcasitas,24,13,11,10,14,0,1.78,3,0,6.07,6.83,5.5,1,23
26,Sonora,56,San Miguel de Horcasitas,10,3,7,0,10,0,2.67,0,0,6.6,7.33,6.29,0,10
26,Sonora,56,San Miguel de Horcasitas,30,8,22,5,25,0,2.29,0,0,7.12,8.86,6.44,12,18
26,Sonora,56,San Miguel de Horcasitas,16,4,12,8,8,0,2.67,1,1,6.38,10.5,5,0,15
26,Sonora,56,San Miguel de Horcasitas,10,5,5,3,7,0,2.25,0,0,8.29,8.5,8,8,2
26,Sonora,56,San Miguel de Horcasitas,19,9,10,7,12,0,3.33,0,0,7.5,6.17,8.83,7,12
26,Sonora,56,San Miguel de Horcasitas,31,13,18,2,29,0,1,4,0,11.21,10.73,11.5,1,30
26,Sonora,57,San Pedro de la Cueva,1458,665,793,265,868,317,2.79,116,10,7.7,8.1,7.36,465,979
26,Sonora,57,San Pedro de la Cueva,958,454,504,184,581,193,2.62,61,6,8.09,8.42,7.78,289,666
26,Sonora,57,San Pedro de la Cueva,8,2,6,0,2,6,6,2,0,5.25,5.5,5.17,2,6
26,Sonora,57,San Pedro de la Cueva,40,12,28,0,20,20,5,6,0,4.18,3.17,4.61,16,24
26,Sonora,57,San Pedro de la Cueva,5,1,4,0,2,3,11,1,0,3.4,3,3.5,1,4
26,Sonora,57,San Pedro de la Cueva,24,8,16,2,11,11,2.5,5,0,6.9,7.83,6.53,4,19
26,Sonora,57,San Pedro de la Cueva,92,42,50,20,56,16,2.84,5,0,7.1,7.1,7.1,33,57
26,Sonora,57,San Pedro de la Cueva,10,4,6,0,4,6,3.25,1,0,6.7,6.75,6.67,0,10
26,Sonora,57,San Pedro de la Cueva,240,108,132,52,151,37,2.66,27,3,7.36,8.14,6.7,94,146
26,Sonora,57,San Pedro de la Cueva,8,2,6,1,7,0,5,1,0,5.86,4,6.6,7,1
26,Sonora,57,San Pedro de la Cueva,10,5,5,0,4,6,2.8,1,1,14.4,14,14.8,8,2
26,Sonora,58,Santa Ana,16203,8214,7989,4129,10507,1567,2.16,755,189,9.86,9.95,9.77,3104,13090
26,Sonora,58,Santa Ana,12372,6340,6032,3140,8062,1170,2.08,570,131,10.28,10.29,10.27,2381,9986
26,Sonora,58,Santa Ana,47,25,22,8,32,7,3.05,3,1,8.1,8.32,7.9,32,15
26,Sonora,58,Santa Ana,11,6,5,2,9,0,1.6,0,0,9.56,10,9,1,10
26,Sonora,58,Santa Ana,718,366,352,156,457,105,2.48,35,7,8.44,8.81,8.07,134,584
