ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT,POBFEM,POBMAS,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PCON_DISC,PCLIM_PMEN,GRAPROES,GRAPROES_F,GRAPROES_M,PSINDER,PDER_SS
26,Sonora,33,Huatabampo,384,187,197,96,253,35,2.06,41,12,8.74,9.04,8.46,40,344
26,Sonora,33,Huatabampo,189,90,99,45,126,18,2.38,22,15,9.13,9.19,9.07,12,177
26,Sonora,33,Huatabampo,51,27,24,12,33,6,2.13,5,0,8.67,8.55,8.79,10,41
26,Sonora,33,Huatabampo,1035,496,539,251,639,145,2.43,49,14,8.92,9.28,8.6,153,882
26,Sonora,33,Huatabampo,656,304,352,160,421,75,2.62,52,2,8.06,8,8.12,110,546
26,Sonora,33,Huatabampo,166,76,90,40,106,20,2.48,16,4,7.81,8.18,7.51,64,102
26,Sonora,33,Huatabampo,266,128,138,66,170,30,2.4,16,3,7.8,7.68,7.9,31,235
26,Sonora,33,Huatabampo,416,201,215,92,256,68,2.35,37,8,9.81,9.64,9.99,33,383
26,Sonora,33,Huatabampo,266,135,131,80,167,19,2.25,20,3,7.63,7.53,7.72,31,235
26,Sonora,33,Huatabampo,95,47,48,20,53,22,3.51,9,4,8.39,8.76,8,12,83
26,Sonora,33,Huatabampo,4962,2471,2491,1179,3239,544,2.28,256,44,9.54,9.65,9.44,395,4565
26,Sonora,33,Huatabampo,258,127,131,60,166,32,2.35,24,3,10.54,10.74,10.33,50,208
26,Sonora,33,Huatabampo,525,257,268,118,331,76,2.69,44,7,9.28,9.31,9.25,137,388
26,Sonora,33,Huatabampo,25,15,10,6,17,2,2.67,3,1,11.63,10.58,13.43,5,20
26,Sonora,33,Huatabampo,467,216,251,122,299,46,2.55,13,2,7.71,7.94,7.52,39,428
26,Sonora,33,Huatabampo,3677,1742,1935,931,2393,353,2.44,250,30,9.53,9.61,9.45,459,3218
26,Sonora,33,Huatabampo,889,431,458,230,562,97,2.31,56,10,9.46,9.63,9.31,119,770
26,Sonora,33,Huatabampo,240,109,131,53,155,32,2.43,25,4,9.12,9.29,8.99,43,197
26,Sonora,33,Huatabampo,220,104,116,58,132,30,2.66,33,4,8.27,8.32,8.23,87,133
26,Sonora,33,Huatabampo,205,107,98,58,122,25,3.16,17,4,7.86,7.65,8.07,50,155
26,Sonora,33,Huatabampo,23,11,12,4,7,12,4.5,5,1,7.42,7.25,7.55,5,18
26,Sonora,33,Huatabampo,157,85,72,41,96,20,2.56,11,1,9.7,9.74,9.65,19,138
26,Sonora,33,Huatabampo,135,65,70,42,75,18,2.66,7,1,9.19,9.27,9.11,25,110
26,Sonora,33,Huatabampo,355,172,183,86,232,37,2.81,44,7,8.63,8.72,8.54,75,280
26,Sonora,33,Huatabampo,127,61,66,29,81,17,3.18,6,4,7.92,7.84,7.98,15,112
26,Sonora,33,Huatabampo,38,21,17,14,16,8,3.27,3,1,6.13,7.44,5.33,9,29
26,Sonora,33,Huatabampo,6,2,4,0,3,3,5,0,0,7.17,4.5,8.5,1,5
26,Sonora,33,Huatabampo,8,5,3,2,4,2,1.8,2,0,2.5,3,0,0,8
26,Sonora,33,Huatabampo,16,6,10,1,12,3,3.83,2,1,8.4,6,10,5,11
26,Sonora,33,Huatabampo,282,129,153,69,177,36,2.97,23,3,8.29,8.37,8.21,10,272
26,Sonora,33,Huatabampo,185,86,99,43,111,31,3.16,8,2,8.65,8.05,9.18,41,144
26,Sonora,33,Huatabampo,33,11,22,11,20,2,3,2,0,8.32,8.38,8.29,0,33
26,Sonora,33,Huatabampo,134,51,83,32,84,18,3,5,1,7.07,7.86,6.52,22,112
26,Sonora,33,Huatabampo,250,119,131,57,170,23,2.47,15,4,8.11,8.33,7.92,17,233
26,Sonora,33,Huatabampo,17,8,9,4,12,1,1.67,0,0,8.38,10.33,6.71,1,16
26,Sonora,33,Huatabampo,22,12,10,5,14,3,2.09,1,0,8.18,8.2,8.14,3,19
26,Sonora,33,Huatabampo,63,30,33,14,40,9,2.05,4,0,8.96,9.59,8.44,4,59
26,Sonora,33,Huatabampo,202,98,104,58,134,10,2.38,8,4,8.7,8.94,8.47,28,174
26,Sonora,33,Huatabampo,38,16,22,6,24,8,3.07,5,1,8.97,8.21,9.56,10,28
26,Sonora,33,Huatabampo,326,163,163,69,203,54,2.52,24,7,8.44,8.42,8.46,31,295
26,Sonora,33,Huatabampo,125,60,65,34,76,15,2.83,5,1,7.51,8.07,6.93,24,101
26,Sonora,33,Huatabampo,497,238,259,113,339,45,2.73,28,3,8.53,8.66,8.41,171,326
26,Sonora,33,Huatabampo,281,132,149,75,176,30,2.61,25,2,9.12,9.22,9.04,137,144
26,Sonora,33,Huatabampo,10,5,5,0,4,6,3,0,0,4.9,6,3.8,1,9
26,Sonora,33,Huatabampo,589,262,327,149,360,80,2.54,45,14,7.73,8.1,7.43,65,524
26,Sonora,33,Huatabampo,203,101,102,54,120,29,2.84,17,3,8.44,8.73,8.16,51,152
26,Sonora,33,Huatabampo,39,16,23,5,22,12,2.36,0,0,11.24,11.71,10.9,8,31
26,Sonora,33,Huatabampo,549,286,263,134,328,87,2.26,49,24,8.95,9.32,8.58,62,487
26,Sonora,33,Huatabampo,97,38,59,30,59,8,3.23,10,1,9.31,8.7,9.81,32,65
26,Sonora,33,Huatabampo,173,89,84,41,116,16,2.76,18,3,8.4,8.72,8.09,22,151
26,Sonora,33,Huatabampo,52,23,29,10,38,4,2,2,3,8.4,8.41,8.4,7,45
26,Sonora,33,Huatabampo,374,182,192,103,241,30,2.39,23,2,9.15,9.29,9.01,40,334
26,Sonora,33,Huatabampo,693,330,363,180,456,57,2.42,49,6,9.06,9.24,8.89,100,593
26,Sonora,33,Huatabampo,164,79,85,37,118,9,2.84,6,4,8.73,8.69,8.76,20,144
26,Sonora,33,Huatabampo,447,213,234,122,296,29,2.24,15,3,9.51,9.5,9.51,44,403
26,Sonora,33,Huatabampo,122,68,54,42,74,6,2.48,11,6,9.03,9.55,8.39,6,116
26,Sonora,33,Huatabampo,13,6,7,2,11,0,2,0,0,9.27,7.75,10.14,3,10
26,Sonora,33,Huatabampo,147,64,83,28,103,16,2.76,13,1,7.8,8.24,7.43,31,116
26,Sonora,33,Huatabampo,612,286,326,138,415,59,2.51,36,8,8.52,8.64,8.41,58,554
26,Sonora,33,Huatabampo,112,51,61,33,67,12,2.54,8,1,7.04,7.14,6.95,33,79
26,Sonora,33,Huatabampo,8,2,6,2,4,2,1.5,1,0,7.83,9,7.25,1,7
26,Sonora,33,Huatabampo,42,19,23,12,24,6,2.71,2,2,7.13,7.5,6.81,6,36
26,Sonora,33,Huatabampo,49,26,23,7,35,7,3.23,1,1,7.41,7.43,7.4,2,47
26,Sonora,33,Huatabampo,19,11,8,8,10,1,2.63,1,0,7.82,8,7.5,1,18
26,Sonora,33,Huatabampo,82,44,38,22,55,5,2.21,4,0,7.97,7.87,8.07,10,72
26,Sonora,33,Huatabampo,4,1,3,0,4,0,3,0,0,9,9,9,0,4
26,Sonora,33,Huatabampo,13,2,11,0,11,2,3.5,1,0,7.31,5,7.73,5,8
26,Sonora,33,Huatabampo,153,75,78,46,95,12,2.56,5,3,8.46,8.31,8.6,14,139
26,Sonora,33,Huatabampo,24,13,11,8,14,2,3.36,1,0,10.25,8.91,13.2,4,20
26,Sonora,33,Huatabampo,8,4,4,0,6,2,4,2,0,7,5.25,8.75,3,5
26,Sonora,33,Huatabampo,136,69,67,35,76,25,2.7,4,2,8.31,8.52,8.08,26,110
26,Sonora,33,Huatabampo,77,37,40,22,50,5,2.83,5,0,9.04,9.62,8.44,6,71
26,Sonora,33,Huatabampo,24,11,13,7,17,0,3.33,1,1,7.65,8,7.4,0,24
26,Sonora,33,Huatabampo,36,20,16,10,24,2,1.94,3,0,10.46,10.06,11.1,2,34
26,Sonora,33,Huatabampo,31,8,23,4,23,4,2.13,4,0,7.26,7.5,7.16,5,26
26,Sonora,33,Huatabampo,304,136,168,77,203,24,2.31,11,0,8.02,7.9,8.11,58,246
26,Sonora,33,Huatabampo,137,59,78,43,93,1,2.11,1,2,9.34,9.45,9.25,4,133
26,Sonora,33,Huatabampo,12,9,3,5,6,1,1.67,0,0,10.43,10.2,11,0,12
26,Sonora,33,Huatabampo,22,9,13,4,18,0,2,1,0,10.39,10.86,10.09,2,20
26,Sonora,34,Huépac,943,449,494,204,558,181,2.58,59,10,9.23,9.54,8.95,45,896
26,Sonora,34,Huépac,685,320,365,147,404,134,2.62,47,9,9.24,9.56,8.95,29,655
26,Sonora,34,Huépac,93,48,45,24,55,14,2.51,3,0,8.91,8.86,8.97,8,84
26,Sonora,34,Huépac,123,63,60,22,74,27,2.54,8,1,9.53,10.04,8.98,8,115
26,Sonora,34,Huépac,35,16,19,10,21,4,2.42,1,0,9.04,9,9.07,0,35
26,Sonora,35,Imuris,12536,6135,6401,3471,7933,1115,2.35,816,210,8.93,9.03,8.82,3246,9263
26,Sonora,35,Imuris,6924,3428,3496,1911,4387,612,2.35,437,135,9.25,9.23,9.27,1785,5119
26,Sonora,35,Imuris,11,5,6,1,10,0,2.8,0,0,6.3,6.6,6,0,11
26,Sonora,35,Imuris,32,16,16,11,18,3,2.58,4,0,8.81,9.7,8,13,19
26,Sonora,35,Imuris,1265,629,636,340,828,97,2.22,97,17,9.48,9.65,9.32,398,865
26,Sonora,35,Imuris,8,3,5,1,6,1,0.67,0,0,8.43,7.67,9,8,0
26,Sonora,35,Imuris,28,11,17,11,16,1,3.63,0,0,6.24,6.43,6.1,22,6
26,Sonora,35,Imuris,62,33,29,21,36,5,2.81,5,1,8.66,8.96,8.24,16,46
26,Sonora,35,Imuris,651,311,340,206,390,55,2.43,38,4,8.62,8.84,8.42,161,490
26,Sonora,35,Imuris,628,319,309,201,379,46,2.3,22,9,7.46,7.37,7.55,154,474
26,Sonora,35,Imuris,389,183,206,94,247,48,2.35,36,4,8.69,9.31,8.11,95,293
26,Sonora,35,Imuris,12,7,5,3,6,3,4.5,1,0,8.11,8.25,8,3,9
26,Sonora,35,Imuris,14,3,11,2,10,2,3.67,1,0,9.17,7,9.89,0,14
26,Sonora,35,Imuris,367,172,195,68,214,85,2.57,44,2,8.58,8.95,8.22,14,353
26,Sonora,35,Imuris,155,67,88,42,101,12,2.58,1,4,9.02,9.55,8.61,54,101
26,Sonora,35,Imuris,748,366,382,213,481,53,2.47,65,19,8.89,9.23,8.58,214,533
26,Sonora,35,Imuris,8,2,6,0,6,2,6,0,0,6.25,5.5,6.5,3,5
26,Sonora,35,Imuris,27,12,15,4,22,1,2.2,1,0,9.1,9.56,8.75,6,21
26,Sonora,35,Imuris,134,64,70,26,87,21,2.66,16,6,6.26,6.26,6.26,53,81
26,Sonora,35,Imuris,206,106,100,60,133,13,2.3,10,2,8.6,8.53,8.68,46,159
26,Sonora,35,Imuris,44,24,20,11,30,3,2.16,5,1,9.41,9.56,9.25,11,33
26,Sonora,35,Imuris,37,15,22,14,21,2,1.91,3,1,8.74,9.38,8.4,13,24
26,Sonora,35,Imuris,9,4,5,1,7,1,1.67,2,0,5.75,7,5,1,8
26,Sonora,35,Imuris,5,3,2,0,4,1,1.67,0,0,9.4,6.67,13.5,4,1
26,Sonora,35,Imuris,11,4,7,0,11,0,1,0,0,8.09,9.25,7.43,8,3
26,Sonora,35,Imuris,4,1,3,0,3,1,0,1,0,8,16,5.33,3,1
26,Sonora,35,Imuris,34,17,17,3,25,6,2.13,1,1,11.65,11.75,11.53,9,25
26,Sonora,35,Imuris,48,23,25,14,30,4,2.58,10,3,8.5,8.29,8.71,15,33
26,Sonora,35,Imuris,8,5,3,4,3,1,1,0,0,9.25,12.5,6,2,6
26,Sonora,36,Magdalena,33049,16819,16230,8632,21706,2707,2.12,1643,349,10.01,10.1,9.91,6855,26162
26,Sonora,36,Magdalena,30429,15578,14851,8008,20008,2409,2.09,1505,320,10.13,10.19,10.07,6256,24145
26,Sonora,36,Magdalena,9,4,5,1,6,2,2.25,0,0,7.13,7,7.2,0,9
26,Sonora,36,Magdalena,20,8,12,0,14,6,3.75,1,1,8.4,10.13,7.25,3,17
26,Sonora,36,Magdalena,81,37,44,17,57,7,2.97,6,0,8.67,8.86,8.51,30,51
26,Sonora,36,Magdalena,175,90,85,48,111,16,1.42,13,1,10.38,10.79,9.97,65,110
26,Sonora,36,Magdalena,198,94,104,51,133,14,2.55,8,3,7.39,7.62,7.19,35,163
26,Sonora,36,Magdalena,135,63,72,45,81,9,2.79,3,0,8.5,8.79,8.25,31,104
26,Sonora,36,Magdalena,577,259,318,141,392,44,2.46,33,2,8.88,9.07,8.73,153,424
26,Sonora,36,Magdalena,109,47,62,32,75,2,2.26,4,1,7.27,7.53,7.07,27,82
26,Sonora,36,Magdalena,874,454,420,209,552,113,2.33,42,15,9.02,9.33,8.68,145,729
26,Sonora,36,Magdalena,7,3,4,0,5,2,4.67,1,0,5.29,4,6.25,0,7
26,Sonora,36,Magdalena,13,3,10,2,10,1,2.67,2,1,9.6,9,9.75,2,11
26,Sonora,36,Magdalena,12,5,7,5,6,1,2,0,0,6.57,8,4.67,12,0
26,Sonora,36,Magdalena,8,3,5,3,5,0,4,0,0,7.2,6,8,5,3
26,Sonora,36,Magdalena,10,3,7,3,6,1,1.67,0,0,6.43,9,5.4,0,10
26,Sonora,36,Magdalena,14,7,7,2,10,2,2.83,0,0,10.67,11.83,9.5,1,13
26,Sonora,36,Magdalena,12,7,5,4,7,1,2,1,0,6.63,8.25,5,3,9
26,Sonora,37,Mazatán,1101,507,594,198,695,208,2.81,58,7,8.51,8.78,8.29,445,655
26,Sonora,37,Mazatán,1058,498,560,196,666,196,2.81,58,7,8.62,8.85,8.42,430,627
26,Sonora,37,Mazatán,9,2,7,2,7,0,3.5,0,0,7.86,6,8.6,2,7
26,Sonora,37,Mazatán,6,1,5,0,6,0,5,0,0,7.17,6,7.4,3,3
26,Sonora,38,Moctezuma,5173,2630,2543,1141,3462,523,1.99,241,59,10.35,10.54,10.15,324,4801
26,Sonora,38,Moctezuma,4787,2437,2350,1052,3226,462,1.94,217,57,10.45,10.65,10.24,298,4442
26,Sonora,38,Moctezuma,203,100,103,46,126,31,2.42,11,0,9.66,9.83,9.49,19,184
26,Sonora,38,Moctezuma,42,22,20,11,25,6,2.65,3,1,8.87,8.38,9.4,1,41
26,Sonora,38,Moctezuma,31,15,16,7,12,12,5.23,6,0,5.04,5.15,4.91,5,26
26,Sonora,38,Moctezuma,99,53,46,24,65,10,2.21,4,1,9.09,9.38,8.82,1,97
26,Sonora,39,Naco,5774,2877,2897,1715,3630,427,2.35,429,78,9.37,9.45,9.29,2402,3365
26,Sonora,39,Naco,5485,2750,2735,1631,3454,400,2.33,397,72,9.45,9.5,9.4,2333,3147
26,Sonora,39,Naco,228,104,124,68,134,26,2.81,30,5,7.84,8.43,7.26,36,192
26,Sonora,39,Naco,7,3,4,2,5,0,2,0,0,8.6,10.5,7.33,0,7
26,Sonora,39,Naco,26,9,17,8,18,0,3.14,0,0,7.78,6.71,8.45,15,11
26,Sonora,40,Nácori Chico,1531,723,808,364,909,258,2.95,145,7,7.11,7.34,6.92,455,1066
26,Sonora,40,Nácori Chico,816,399,417,208,463,145,2.73,61,3,7.76,8.12,7.42,212,602
26,Sonora,40,Nácori Chico,76,35,41,9,49,18,3.48,6,2,6.22,5.3,6.97,61,15
26,Sonora,40,Nácori Chico,463,209,254,110,288,65,2.99,70,0,6.29,6.43,6.19,66,395
26,Sonora,40,Nácori Chico,114,57,57,28,65,21,3.74,4,2,7.17,7.36,7.04,93,21
26,Sonora,40,Nácori Chico,46,20,26,6,33,7,4,1,0,6.05,5.94,6.14,18,22
26,Sonora,41,Nacozari de García,14369,7095,7274,4005,9455,909,2.24,549,131,10.1,10.07,10.13,1078,13277
26,Sonora,41,Nacozari de García,12987,6460,6527,3546,8580,861,2.27,526,123,9.94,9.93,9.94,1009,11964
26,Sonora,41,Nacozari de García,12,3,9,6,6,0,2,0,0,5.5,8,3,12,0
26,Sonora,41,Nacozari de García,9,4,5,4,2,3,2,1,0,8.2,12,7.25,6,3
26,Sonora,41,Nacozari de García,12,4,8,0,7,5,2.75,0,0,7.58,9.75,6.5,1,11
26,Sonora,41,Nacozari de García,372,171,201,111,258,3,1.5,6,3,13.94,13.52,14.28,11,361
26,Sonora,41,Nacozari de García,317,164,153,132,184,1,1.91,2,1,10.62,10.5,10.73,5,312
26,Sonora,41,Nacozari de García,179,80,99,57,115,7,1.93,3,1,15.17,14.72,15.52,2,177
26,Sonora,41,Nacozari de García,300,144,156,117,177,6,1.89,4,3,10.72,10.28,11.13,2,298
26,Sonora,41,Nacozari de García,8,4,4,0,8,0,2.75,0,0,6,6.75,5.25,1,7
26,Sonora,41,Nacozari de García,52,27,25,12,34,6,3.21,4,0,9.55,9.87,9.36,4,48
26,Sonora,41,Nacozari de García,7,4,3,2,5,0,1.5,0,0,12.4,11.5,13,0,7
26,Sonora,42,Navojoa,164387,83123,81264,39304,109181,15873,2.14,9060,2309,10.31,10.34,10.28,20740,143406
26,Sonora,42,Navojoa,120926,61958,58968,28416,81305,11176,2.04,5920,1694,10.96,10.89,11.02,14652,106196
26,Sonora,42,Navojoa,4,1,3,0,3,1,7,0,0,5.25,6,5,2,2
26,Sonora,42,Navojoa,1234,633,601,314,778,142,2.38,90,13,9.43,9.57,9.28,167,1067
26,Sonora,42,Navojoa,80,41,39,16,42,22,3.16,16,7,6.95,7.31,6.66,14,66
26,Sonora,42,Navojoa,37,18,19,6,14,17,3.47,5,0,5.42,5.31,5.5,4,33
26,Sonora,42,Navojoa,107,54,53,24,74,9,2.07,1,0,10.37,10.12,10.62,24,83
26,Sonora,42,Navojoa,185,88,97,44,117,24,2.89,14,2,8.03,8.09,7.97,46,139
26,Sonora,42,Navojoa,374,178,196,72,266,36,2.15,22,4,8.69,9.08,8.31,40,334
26,Sonora,42,Navojoa,676,328,348,200,409,67,2.5,94,10,8.14,8.45,7.86,125,551
26,Sonora,42,Navojoa,589,295,294,162,374,53,2.46,50,16,8.16,8.49,7.87,63,526
26,Sonora,42,Navojoa,126,60,66,20,78,28,2.96,9,1,7.64,7.53,7.74,7,119
26,Sonora,42,Navojoa,1047,523,524,287,670,90,2.27,64,25,8.81,8.96,8.67,126,921
26,Sonora,42,Navojoa,26,13,13,4,18,4,2.09,0,0,10,10.45,9.55,9,17
26,Sonora,42,Navojoa,309,169,140,86,195,28,2.31,34,1,8.21,8.58,7.8,29,280
26,Sonora,42,Navojoa,235,112,123,58,161,16,2.22,24,8,8.95,8.84,9.07,25,210
26,Sonora,42,Navojoa,24,8,16,7,12,5,3.33,1,0,5.35,6.5,4.73,1,23
26,Sonora,42,Navojoa,474,232,242,127,326,21,2.09,17,2,8.03,8.17,7.9,44,430
26,Sonora,42,Navojoa,842,414,428,190,532,120,2.5,86,12,8.52,8.71,8.34,94,748
26,Sonora,42,Navojoa,623,307,316,154,412,57,2.48,14,1,8.2,8.56,7.87,65,558
26,Sonora,42,Navojoa,369,181,188,93,236,40,2.73,26,1,7.79,8,7.58,39,330
26,Sonora,42,Navojoa,854,409,445,248,534,72,2.4,53,9,7.98,8.23,7.72,173,681
26,Sonora,42,Navojoa,940,456,484,228,610,102,2.51,124,34,8.88,8.74,9,205,735
26,Sonora,42,Navojoa,106,55,51,25,61,20,3.1,5,2,7.06,7.93,6.18,19,87
26,Sonora,42,Navojoa,1715,821,894,488,1070,157,2.35,92,26,7.65,7.88,7.45,354,1361
26,Sonora,42,Navojoa,36,14,22,4,24,8,3.31,2,1,5.59,5.54,5.63,9,27
26,Sonora,42,Navojoa,1331,630,701,332,865,134,2.44,89,18,8.52,8.8,8.27,163,1168
26,Sonora,42,Navojoa,203,93,110,47,138,18,2.23,19,6,8.01,8.11,7.93,21,182
26,Sonora,42,Navojoa,445,220,225,101,301,43,2.24,18,5,8.68,9.23,8.17,90,329
26,Sonora,42,Navojoa,370,189,181,90,235,45,2.62,23,2,7.67,8.03,7.29,76,293
26,Sonora,42,Navojoa,245,123,122,57,160,28,2.51,18,1,7.98,7.84,8.1,60,185
26,Sonora,42,Navojoa,412,197,215,88,243,81,2.45,36,10,7.9,7.72,8.07,46,362
26,Sonora,42,Navojoa,321,156,165,80,214,27,2.23,12,2,8.76,8.81,8.71,68,253
26,Sonora,42,Navojoa,405,215,190,96,259,50,2.4,22,8,7.39,7.18,7.63,2,348
26,Sonora,42,Navojoa,1010,525,485,263,650,97,2.1,66,11,9.41,9.51,9.3,117,893
26,Sonora,42,Navojoa,1505,735,770,339,971,195,2.48,217,14,8.94,9.33,8.56,209,1296
26,Sonora,42,Navojoa,458,213,245,116,309,33,2.44,74,8,8.45,8.6,8.32,124,334
26,Sonora,42,Navojoa,252,129,123,59,158,35,2.17,9,0,8.92,9.72,8.12,55,197
26,Sonora,42,Navojoa,266,133,133,71,163,32,2.05,21,4,8.69,9.21,8.14,18,248
26,Sonora,42,Navojoa,192,92,100,43,126,23,2.42,21,4,7.37,7.36,7.38,47,145
26,Sonora,42,Navojoa,984,469,515,287,616,81,2.57,48,17,8.81,8.94,8.69,120,863
26,Sonora,42,Navojoa,40,18,22,5,24,11,3.67,0,0,5.74,5.5,5.9,5,35
26,Sonora,42,Navojoa,157,70,87,48,99,10,3.13,1,5,8.78,8.93,8.67,21,136
26,Sonora,42,Navojoa,192,93,99,53,117,22,2.73,9,8,8.34,8.59,8.13,53,139
26,Sonora,42,Navojoa,24,9,15,5,13,6,3.33,1,0,6.47,7.5,6,1,23
26,Sonora,42,Navojoa,384,190,194,115,235,34,2.19,13,7,8.95,9.01,8.89,49,335
26,Sonora,42,Navojoa,987,463,524,245,651,91,2.64,37,9,8.23,8.61,7.87,127,860
26,Sonora,42,Navojoa,1263,614,649,297,856,110,2.31,113,27,9.64,9.8,9.48,152,1109
26,Sonora,42,Navojoa,189,79,110,43,118,28,3.19,6,3,6.03,6.57,5.65,56,133
26,Sonora,42,Navojoa,539,266,273,118,333,88,2.32,40,3,8.02,8.11,7.94,66,473
26,Sonora,42,Navojoa,195,97,98,43,136,16,2.24,15,2,8.47,9.21,7.78,14,181
26,Sonora,42,Navojoa,86,37,49,14,53,19,2.67,5,2,7.18,7.28,7.1,54,32
26,Sonora,42,Navojoa,69,31,38,22,41,6,2.88,6,0,7.81,7.43,8.17,23,46
26,Sonora,42,Navojoa,143,61,82,30,81,32,2.16,8,0,6.95,6.6,7.25,3,140
26,Sonora,42,Navojoa,335,160,175,88,206,41,2.68,26,6,6.81,6.81,6.8,123,211
26,Sonora,42,Navojoa,349,155,194,95,215,39,2.46,14,2,7.92,8.48,7.43,33,316
26,Sonora,42,Navojoa,1063,510,553,265,710,88,2.35,24,8,8.71,8.67,8.74,85,978
26,Sonora,42,Navojoa,42,18,24,9,26,7,2.67,0,1,7.52,7.93,7.17,1,41
26,Sonora,42,Navojoa,374,196,178,86,237,51,2.72,37,4,6.9,7.06,6.74,48,325
26,Sonora,42,Navojoa,429,218,211,96,280,53,2.37,12,10,8.74,8.47,9.01,3,378
26,Sonora,42,Navojoa,56,25,31,13,39,4,2.24,5,2,7.98,7.6,8.3,5,51
26,Sonora,42,Navojoa,449,205,244,137,277,35,2.74,14,10,7.98,8.18,7.79,118,331
26,Sonora,42,Navojoa,1128,522,606,308,721,99,2.54,69,18,8.6,8.96,8.28,125,1003
26,Sonora,42,Navojoa,6,3,3,0,4,2,3.67,1,0,5.83,5,6.67,1,5
26,Sonora,42,Navojoa,213,89,124,42,127,44,3.45,6,3,7.21,7,7.38,49,164
26,Sonora,42,Navojoa,39,18,21,7,22,10,4.13,1,0,6.06,6.67,5.53,1,38
26,Sonora,42,Navojoa,422,221,201,93,278,51,2.1,39,9,9.07,9.23,8.91,25,397
26,Sonora,42,Navojoa,347,160,187,66,232,49,2.41,34,5,9.98,10.07,9.91,38,309
26,Sonora,42,Navojoa,146,67,79,40,98,8,2.68,4,5,7.7,7.47,7.88,82,64
26,Sonora,42,Navojoa,182,88,94,41,123,18,2.41,11,3,8.83,9.27,8.44,31,151
26,Sonora,42,Navojoa,1370,687,683,327,898,145,2.41,111,29,9.32,9.33,9.31,206,1164
26,Sonora,42,Navojoa,17,5,12,0,14,3,2.4,2,0,8.94,8,9.25,0,17
26,Sonora,42,Navojoa,291,145,146,87,187,17,2.42,14,4,8.44,8.68,8.21,24,267
26,Sonora,42,Navojoa,924,439,485,261,589,74,2.47,107,9,8.77,8.88,8.67,118,806
26,Sonora,42,Navojoa,120,55,65,32,69,19,3.1,7,2,8.02,8.56,7.55,8,112
26,Sonora,42,Navojoa,6,1,5,0,5,1,2,0,0,5.17,5,5.2,0,6
26,Sonora,42,Navojoa,25,15,10,6,15,4,2.7,1,0,8.16,8.8,7.44,0,25
26,Sonora,42,Navojoa,4,2,2,0,3,1,6,0,0,4.5,3.5,5.5,1,3
26,Sonora,42,Navojoa,210,108,102,49,146,15,2.31,7,1,7.84,8.12,7.55,32,178
26,Sonora,42,Navojoa,11,4,7,0,10,1,4.75,0,0,10.36,9,11.14,0,11
26,Sonora,42,Navojoa,108,51,57,21,74,13,2.7,4,1,6.97,6.89,7.02,29,79
26,Sonora,42,Navojoa,347,168,179,80,209,58,2.83,83,6,8.29,8.74,7.85,30,317
26,Sonora,42,Navojoa,28,9,19,6,16,6,2.56,4,1,7.23,7.38,7.14,4,24
26,Sonora,42,Navojoa,103,51,52,21,73,9,2,6,5,8.89,9.43,8.33,25,78
26,Sonora,42,Navojoa,65,30,35,23,35,7,2.26,1,0,7.69,8.68,6.87,1,64
26,Sonora,42,Navojoa,279,142,137,79,181,19,2.12,13,8,8.35,8.58,8.08,34,245
26,Sonora,42,Navojoa,457,233,224,120,291,46,2.61,43,3,8.87,8.86,8.88,75,381
26,Sonora,42,Navojoa,73,34,39,14,49,10,2.97,6,2,8.02,7.45,8.57,22,51
26,Sonora,42,Navojoa,1196,569,627,309,768,119,2.44,146,14,8.13,8.3,7.97,204,992
26,Sonora,42,Navojoa,1244,630,614,311,786,147,2.58,59,9,8.73,8.96,8.51,87,1157
26,Sonora,42,Navojoa,116,58,58,29,76,11,2.59,0,0,8.82,9.15,8.44,8,108
26,Sonora,42,Navojoa,19,13,6,2,11,6,2,3,0,8.41,9.18,7,6,13
26,Sonora,42,Navojoa,9,4,5,0,4,5,0.75,1,1,3.33,2.75,3.8,3,6
26,Sonora,42,Navojoa,965,478,487,218,619,128,2.44,20,7,8.44,8.5,8.38,34,931
26,Sonora,42,Navojoa,45,23,22,10,31,4,2.65,0,0,6.54,6.53,6.56,3,42
26,Sonora,42,Navojoa,145,69,76,23,84,38,2.9,17,3,7.41,7.22,7.59,27,118
26,Sonora,42,Navojoa,1099,534,565,275,703,121,2.55,60,18,8.42,8.55,8.3,258,841
26,Sonora,42,Navojoa,22,13,9,3,13,6,2.42,0,0,7.79,8.36,7,1,21
26,Sonora,42,Navojoa,22,10,12,6,12,4,3.17,2,0,5.06,6,4.64,7,15
26,Sonora,42,Navojoa,41,17,24,3,34,4,2,2,0,10.18,9.8,10.43,4,37
26,Sonora,42,Navojoa,75,35,40,15,51,9,2.52,10,1,7.65,7.52,7.77,4,71
26,Sonora,42,Navojoa,67,30,37,16,45,6,2.75,5,0,6.18,6.1,6.23,7,58
26,Sonora,42,Navojoa,2668,1338,1330,723,1692,253,2.4,208,26,8.46,8.56,8.36,346,2321
26,Sonora,42,Navojoa,52,23,29,9,34,9,3.37,10,1,5.84,5.05,6.46,15,37
26,Sonora,42,Navojoa,32,18,14,12,16,4,2.42,4,1,9.2,9.5,8.9,3,29
26,Sonora,42,Navojoa,18,6,12,7,11,0,2.8,2,1,7.64,8,7.33,0,18
26,Sonora,42,Navojoa,11,6,5,2,7,2,1.2,0,0,6.22,6,6.5,0,11
